ano;tipo_atividade;titulo;data_inicio;data_fim;coordenador;area_tematica;situacao;tipo_projeto;bolsas_solicitadas;bolsas_concedidas;publico_interno;bolsas_edital;numero_edital;edital;municipio
2018;EVENTO;"Reperformar o Afeto: Professores-Performers


";2018-05-20;2018-05-24;NAIRA NEIDE CIOTTI;EDUCAÇÃO;EM EXECUÇÃO;EXTENSÃO;0;0;100;;;;
2018;EVENTO;VII Encontro Internacional de História Colonial;2018-09-05;2018-09-08;CARMEN MARGARIDA OLIVEIRA ALVEAL;CULTURA;EM EXECUÇÃO;EXTENSÃO;0;0;500;;;;
2018;EVENTO;X SIMPÓSIO BRASILEIRO DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS;2018-06-13;2018-06-15;MAURO VASCONCELOS PACHECO;MEIO AMBIENTE;EM EXECUÇÃO;EXTENSÃO;0;0;50;;;;
2018;PROJETO;teste ifal;2018-03-01;2018-10-30;ALEXANDRE GUIMARAES DAVID;EDUCAÇÃO;SUBMETIDA;EXTENSÃO;0;0;5;;;;
2017;CURSO;Arduino Básico;2017-05-02;2017-05-04;JOSE HENRIQUE FERNANDEZ;TECNOLOGIA E PRODUÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;30;;;;
2017;CURSO;Curso de capacitação: Linha de Cuidado para a Atenção Integral à saúde de Crianças, Adolescentes e suas Famílias em Situação de Violências;2017-06-07;2017-06-08;NADJA DE SA PINTO DANTAS ROCHA;SAÚDE;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;10;;;;
2017;CURSO;Curso de extensão sobre exame físico cardiovascular e pulmonar.;2017-10-20;2017-10-30;ANA LUISA BRANDAO DE CARVALHO LIRA;SAÚDE;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;40;;;;
2017;CURSO;Excel Avançado;2017-10-14;2017-11-25;WATTSON JOSE SAENZ PERALES;TECNOLOGIA E PRODUÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;10;;;;
2017;CURSO;Fotografia, Linguagem e Memória: mural de imagens da Educação no Rio Grande do Norte;2017-06-12;2017-06-30;PABLO SEBASTIAN MOREIRA FERNANDEZ;EDUCAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;15;;;;
2017;CURSO;INTRODUÇÃO À TECNOLOGIA SCRAMJET PARA PROPULSÃO HIPERSÔNICA ASPIRADA;2017-11-04;2017-12-02;GEORGE SANTOS MARINHO;TECNOLOGIA E PRODUÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;50;;;;
2017;CURSO;Psicologia da Saúde e Cinema: discussões para a atuação do psicólogo;2017-10-13;2017-11-30;EULALIA MARIA CHAVES MAIA;SAÚDE;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;20;;;;
2017;CURSO;Qualificando o processo de trabalho no HUAB;2017-02-15;2017-12-31;MARIA CLAUDIA MEDEIROS DANTAS DE RUBIM COSTA;TECNOLOGIA E PRODUÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;60;;;;
2017;CURSO;Sexo e Turismo: olhares e perspectivas de pesquisa;2017-09-26;2017-09-29;RICARDO LANZARINI GOMES SILVA;EDUCAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;10;;;;
2017;CURSO;VIII CURSO DE ELETROCARDIOGRAFIA CARDIOHUOL;2017-05-20;2017-05-27;ROSIANE VIANA ZUZA DINIZ;SAÚDE;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;50;;;;
2017;CURSO;Análise exergoeconômica, Exergoambiental e Ciclo de vida;2017-06-01;2017-06-02;EDUARDO JOSÉ CIDADE CAVALCANTI;TECNOLOGIA E PRODUÇÃO;ANALISANDO SOLICITAÇÃO DE RECONSIDERAÇÃO;EXTENSÃO;0;0;2;;;;
2017;CURSO;Curso de Avaliação Antropométrica nos Ciclos da Vida;2017-07-18;2017-07-20;DALINE FERNANDES DE SOUZA ARAUJO;SAÚDE;ANALISANDO SOLICITAÇÃO DE RECONSIDERAÇÃO;EXTENSÃO;0;0;29;;;;
2017;CURSO;RECURSOS ENERGÉTICOS - CLIMA E SUSTENTABILIDADE ;2017-08-21;2017-12-22;ROSANE RODRIGUES CHAVES;MEIO AMBIENTE;ANALISANDO SOLICITAÇÃO DE RECONSIDERAÇÃO;EXTENSÃO;1;0;30;10;5;Edital 005/2017 - Cursos de Formação Continuada na modalidade a Distância;
2017;CURSO;Assistência Farmacêutica na atenção básica: atuação do auxiliar de farmácia;2017-04-18;2017-05-02;RAND RANDALL MARTINS;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;0;0;10;;;;
2017;CURSO;Gestão de Riscos da Governança Corporativa em um Estabelecimento de Saúde;2017-09-01;2017-11-30;CLAUDIO BEZERRA DANTAS;TECNOLOGIA E PRODUÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;2;0;50;20;2;Edital 003/2017 - PROEX/SEDIS - UFRN - Seleção de Cursos de Extensão à Distância;
2017;CURSO;O SUS não pode acabar;2017-09-12;2017-12-12;LUIZ ROBERTO AUGUSTO NORO;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;2;0;10;20;2;Edital 003/2017 - PROEX/SEDIS - UFRN - Seleção de Cursos de Extensão à Distância;
2017;CURSO;A criança com deficiência visual nos espaços do brincar, cantar e contar: corpos em movimento.;2017-08-08;2017-09-15;LUZIA GUACIRA DOS SANTOS SILVA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Agilidade em Gestão Visual de Projetos;2017-05-30;2017-06-06;ANDRE MORAIS GURGEL;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;5;;;;
2017;CURSO;A representação do negro em contos da literatura afro-americana: uma perspectiva dialógica;2017-04-20;2017-06-08;ORISON MARDEN BANDEIRA DE MELO JUNIOR;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Atualização teórico-prática de métodos analíticos em microscopia e em estresse oxidativo.;2017-01-23;2017-01-27;RAIMUNDO FERNANDES DE ARAUJO JUNIOR;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;28;;;;
2017;CURSO;Aulas de musicalização e canto aos membros do Coral Infantil da UFRN (2017.1);2017-03-04;2017-05-27;DURVAL DA NOBREGA CESETTI;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;3;;;;
2017;CURSO;Avaliação de desempenho do Programa Nacional de Melhoria do Acesso e da Qualidade da Atenção Básica (PMAQ);2017-06-06;2017-06-20;SEVERINA ALICE DA COSTA UCHOA;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;Avaliação de Políticas Públicas: enfoques metodológicos;2017-06-05;2017-06-07;THALES AUGUSTO MEDEIROS PENHA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;¡A VIAJAR!;2017-08-07;2017-08-11;MARCIA REJANE DE OLIVEIRA;COMUNICAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;35;;;;
2017;CURSO;CICLO DE PALESTRAS E OFICINAS DE FAUNA MARINHA;2017-03-17;2017-05-29;SIMONE ALMEIDA GAVILAN LEANDRO DA COSTA;MEIO AMBIENTE;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;Como escrever um trabalho científico;2017-01-30;2017-02-17;EDGAR PERIN MORAES;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;40;;;;
2017;CURSO;COMUNICAÇÃO, CIÊNCIA E TECNOLOGIA;2017-04-24;2017-04-26;JUCIANO DE SOUSA LACERDA;COMUNICAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;22;;;;
2017;CURSO;Comunicação e política em Israel: de 1948 aos dias atuais;2017-03-15;2017-03-17;ADRIANO MEDEIROS COSTA;COMUNICAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;COSTURA CRIATIVA: artesanal x industrial;2017-07-03;2017-07-28;MARIA GORETE FELIPE;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;5;;;;
2017;CURSO;Cromatografia a Gás - Conceitos básicos e aplicações;2017-07-24;2017-07-28;TATIANA DE CAMPOS BICUDO;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;CULTURA E HISTÓRIA DA MODA;2017-07-20;2017-08-10;MARIA GORETE FELIPE;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Curso Avançado e Conversação em Libras  Construindo Competências.;2017-04-12;2017-08-16;RONNY DIOGENES DE MENEZES;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;25;;;;
2017;CURSO;Curso Básico de AutoCAD 2007 2D: Módulo 1;2017-03-23;2017-06-23;JULIO GOMES JUNIOR;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;24;;;;
2017;CURSO;CURSO BÁSICO DE PERCUSSÃO;2017-02-04;2017-06-17;GERMANNA FRANCA DA CUNHA;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;5;;;;
2017;CURSO;CURSO DE CAPACITAÇÃO EM FLUIDOS DE PERFURAÇÃO, COMPLETAÇÃO E ESTIMULAÇÃO DE POÇOS DE PETRÓLEO;2017-03-22;2017-08-03;ROSANGELA DE CARVALHO BALABAN;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;7;;;;
2017;CURSO;Curso de Dissecção de Pé e tornozelo;2017-07-10;2017-07-21;EXPEDITO SILVA DO NASCIMENTO JUNIOR;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;CURSO DE ESTUDOS AVANÇADOS EM ANÁLISE TEXTUAL DOS DISCURSOS;2017-08-14;2017-08-18;MARIA DAS GRACAS SOARES RODRIGUES;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;Curso de Excel Avançado;2017-07-03;2017-07-14;WATTSON JOSE SAENZ PERALES;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Curso de férias: Arqueologia e Patrimônio Arqueológico do Nordeste Brasileiro;2017-01-23;2017-01-25;MOYSES MARCIONILO DE SIQUEIRA NETO;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Curso de Férias em Pediatria básica/Cardiologia 2017;2017-01-02;2017-02-03;GISELE CORREIA PACHECO LEITE;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Curso de Formação de Tutores e Professores Mediadores;2017-04-24;2017-06-27;ANDREZA SOUZA SANTOS;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Curso de Hematologia - Anemias e Leucemias;2017-05-20;2017-06-24;IVANISE MARINA MORETTI REBECCHI;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;CURSO DE INGLÊS SMRT PARA PROFESSORES DO INSTITUTO ÁGORA (DO CERES E DA FACISA) E DA REDE BÁSICA DE ENSINO DE CURRAIS NOVOS;2017-02-15;2017-02-24;EDILSON RUBENS LOPES DE SOUZA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;3;;;;
2017;CURSO;CURSO DE INGLÊS SMRT PARA PROFESSORES DO NucLi/IsF e INSTITUTO ÁGORA ;2017-02-13;2017-02-17;EDILSON RUBENS LOPES DE SOUZA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;6;;;;
2017;CURSO;Curso de iniciação à guitarra elétrica;2017-04-03;2017-06-30;TICIANO MACIEL DAMORE;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;6;;;;
2017;CURSO;Curso de iniciação ao piano - Módulo IX - 2017.1;2017-02-13;2017-06-23;TARCISIO GOMES FILHO;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;"Curso de metodologia do Futebol:
""Workshop Golaço: Por dentro de nossa Filosofia";2017-10-06;2017-10-07;RENATO LIMA MARTINS DE CASTRO;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;60;;;;
2017;CURSO;Curso de Modelagem paramétrica com ênfase em simulação térmica e energética;2017-03-07;2017-04-12;ALDOMAR PEDRINI;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;21;;;;
2017;CURSO;Curso de MS project;2017-05-13;2017-06-10;WATTSON JOSE SAENZ PERALES;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;19;;;;
2017;CURSO;Curso de Oboé;2017-03-06;2017-05-29;HUGO ROBERTO SHIN LIMA DE SOUZA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;2;;;;
2017;CURSO;Curso de piano em inglês (aulas individuais);2017-03-01;2017-06-09;DURVAL DA NOBREGA CESETTI;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;3;;;;
2017;CURSO;CURSO DE SEQUÊNCIA DIDÁTICA ;2017-08-15;2017-09-12;GIANKA SALUSTIANO BEZERRIL DE BASTOS GOMES;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;50;;;;
2017;CURSO;Curso Violonista Mirim 2017.1;2017-03-01;2017-06-16;EZEQUIAS OLIVEIRA LIRA;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;(DES)CORTESIA EM FOCO;2017-03-06;2017-03-10;MARIA DAS GRACAS SOARES RODRIGUES;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;25;;;;
2017;CURSO;DESENHO DE MODA INFORMATIZADO;2017-01-16;2017-02-03;MARIA GORETE FELIPE;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;5;;;;
2017;CURSO;DIAGNÓSTICO ENÉRGICO  PARA USUÁRIOS DO LAPICS-UFRN;2017-06-07;2017-06-14;ANA TANIA LOPES SAMPAIO;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;"EAD - A CRISE DA SOCIEDADE DO TRABALHO. QUE TRABALHO PARA QUE SOCIEDADE?
";2017-05-01;2017-07-02;CESAR SANSON;TRABALHO;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;Educação Infantil: Princípios e Práticas.;2017-07-04;2017-07-05;EDNA MARIA DA SILVA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;2;;;;
2017;CURSO;Fluxo de Projeto de Circuitos Digitais;2017-02-09;2017-02-14;DIOMADSON RODRIGUES BELFORT;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;12;;;;
2017;CURSO;Formação de Professores Mediadores;2017-06-14;2017-07-14;ANDREZA SOUZA SANTOS;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Formação em serviço sobre inclusão escolar;2017-03-07;2017-07-30;ADRIANE CENCI;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;12;;;;
2017;CURSO;FULBRIGHT ETA CONVERSATION CLUB 2017.1;2017-03-15;2017-06-28;MARCELO DA SILVA AMORIM;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Fundamentos sobre a importância da Tanatologia e Bioética no contexto da terminalidade humana;2017-07-07;2017-07-08;JUAREZ E SILVA CHAGAS;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Geoculinária e literatura: território, alimentação e cultura para segurança alimentar e nutricional;2017-08-29;2017-10-03;MICHELLE CRISTINE MEDEIROS JACOB;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Gestão e Mapeamento de Processos em Secretarias Judiciárias;2017-08-07;2017-08-08;JOSUÉ VITOR DE MEDEIROS JÚNIOR;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;5;;;;
2017;CURSO;História e Arquivística;2017-03-01;2017-04-15;HELDER ALEXANDRE MEDEIROS DE MACEDO;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;I Ciclo de estudos em segurança alimentar e nutricional;2017-05-12;2017-06-30;MICHELLE CRISTINE MEDEIROS JACOB;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;Include-Dev: Incluindo desenvolvedores no mercado de trabalho.;2017-06-05;2017-07-22;IRIS LINHARES PIMENTA;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;40;;;;
2017;CURSO;INCURSÕES LINGUÍSTICAS E DISCURSIVAS AO TEXTO ;2017-09-20;2017-09-25;MARIA DAS GRACAS SOARES RODRIGUES;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;25;;;;
2017;CURSO;Iniciação ao Cuidado do Idoso;2017-07-17;2017-07-28;GILSON DE VASCONCELOS TORRES;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;Iniciação ao uso do programa estatístico SPSS: estatística descritiva.;2017-07-18;2017-07-24;GILSON DE VASCONCELOS TORRES;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Iniciação à Pesquisa Histórica;2017-02-17;2017-06-30;HELDER ALEXANDRE MEDEIROS DE MACEDO;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;35;;;;
2017;CURSO;INTRODUÇÃO À LÍNGUA CATALÃ;2017-05-12;2017-06-02;MARCOS CESAR TINDO BARBOSA;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;Introdução à língua e à cultura da Romênia;2017-03-14;2017-04-06;MARCOS CESAR TINDO BARBOSA;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;40;;;;
2017;CURSO;Introdução à Lógica I;2017-05-15;2017-05-31;RICARDO WAGNER DE ARAUJO;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;40;;;;
2017;CURSO;Introdução à Lógica II;2017-06-10;2017-06-21;RICARDO WAGNER DE ARAUJO;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;"Introdução ao estudo de ""O Capital";2017-03-07;2017-07-04;HENRIQUE ANDRE RAMOS WELLEN;TRABALHO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Introdução a teoria de grupos;2017-03-06;2017-06-30;HECTOR LENY CARRION SALAZAR;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;I OFICINA SOBRE UTILIZAÇÃO DA FERRAMENTA DE GESTÃO DE TRABALHO DE CAMPO DO PMAQ-AB 3o CICLO /UFRN;2017-02-21;2017-02-21;SEVERINA ALICE DA COSTA UCHOA;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;12;;;;
2017;CURSO;JORNALISMO ESPORTIVO NO BRASIL - A INVESTIGAÇÃO CIENTÍFICA CONTEMPORÂNEA;2017-06-12;2017-06-14;VALQUIRIA APARECIDA PASSOS KNEIPP;COMUNICAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;Julgamento Clínico e Pensamento Crítico-Reflexivo: competências para o aprendizado significativo do raciocínio diagnóstico;2017-03-17;2017-03-28;RICHARDSON AUGUSTO ROSENDO DA SILVA;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;24;;;;
2017;CURSO;Linguagens Multimídia e Produção Educativa de Conteúdo;2017-04-29;2017-06-03;VANESSA SPINOSA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;25;;;;
2017;CURSO;Minicurso de Práticas Laboratoriais em Sedimentologia;2017-05-10;2017-05-11;ALESSANDRO DOZENA;MEIO AMBIENTE;CONCLUÍDA;EXTENSÃO;0;0;18;;;;
2017;CURSO;Noções básicas de primeiros socorros;2017-08-11;2017-09-15;ANA ELZA OLIVEIRA DE MENDONCA;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;35;;;;
2017;CURSO;Noções Básicas sobre Feridas.;2017-07-31;2017-08-04;GILSON DE VASCONCELOS TORRES;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;NOSSO LUGAR NO UNIVERSO: DO HORIZONTE LOCAL ÀS REPRESENTAÇÕES DA TERRA E DEMAIS ASTROS NO ESPAÇO;2017-06-10;2017-06-17;AUTA STELLA DE MEDEIROS GERMANO;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;O ESPAÇO GEOGRÁFICO NA LINGUAGEM DAS CRÔNICAS;2017-02-16;2017-02-16;RAIMUNDO NONATO JUNIOR;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;50;;;;
2017;CURSO;Oficina de Expressão Oral em Língua Inglesa;2017-02-13;2017-06-16;LORENA AZEVEDO DE SOUSA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;32;;;;
2017;CURSO;PARTICIPAÇÃO DO CIDADÃO NA GESTÃO PÚBLICA E EXERCÍCIO DO CONTROLE SOCIAL [4ª Edição];2017-04-01;2017-04-30;CLAUDIO BEZERRA DANTAS;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2017;CURSO;Pesquisa em bancos de dados de periódicos científicos;2017-03-10;2017-03-17;CARLA GIOVANA CABRAL;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Preparação para a mobilidade estudantil: produção oral em língua francesa;2017-04-12;2017-06-14;SELMA ALAS MARTINS;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Processamento analítico de dados de experimentos agrícolas utilizando aplicativos computacionais;2017-03-10;2017-05-27;JOSE HAMILTON DA COSTA FILHO;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;Programação WEB com JavaScript;2017-04-20;2017-05-18;DIEGO RODRIGO CABRAL SILVA;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;40;;;;
2017;CURSO;Saúde Coletiva e Fonoaudiologia: diálogos e debates;2017-03-11;2017-06-10;MAURICIO WIERING PINTO TELLES;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Seminário de Drenagem Rodoviária;2017-04-27;2017-04-28;MOACIR GUILHERMINO DA SILVA;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;95;;;;
2017;CURSO;SMC-Brasil;2017-03-21;2017-03-31;ADA CRISTINA SCUDELARI;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;Storytelling Digital: aspectos pragmáticos da construção de estórias por meio de ferramenta DIY;2017-06-15;2017-07-31;ANDREZA SOUZA SANTOS;COMUNICAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Técnicas de planejamento, implantação e manutenção de hortas comunitárias para Nutrição;2017-08-30;2017-10-10;MICHELLE CRISTINE MEDEIROS JACOB;MEIO AMBIENTE;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Théorie de l'énonciation en linguistique;2017-06-05;2017-06-06;MARIA DAS GRACAS SOARES RODRIGUES;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;TÓPICOS DE ATENÇÃO PRIMÁRIA A SAÚDE  IMUNIZAÇÃO DE ADULTOS;2017-04-07;2017-06-16;SORAYA MARIA DE MEDEIROS;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;50;;;;
2017;CURSO;Tópicos de Gramática da Língua Espanhola;2017-05-19;2017-06-30;ADRIANA MARCELLE DE ANDRADE FREITAS;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;20;;;;
2017;CURSO;Tópicos de Matemática Elementar - Edição 4;2017-04-03;2017-06-19;FABIANA TRISTAO DE SANTANA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;100;;;;
2017;CURSO;Tópicos especiais de cinética química aplicada a dados ambientais.;2017-06-12;2017-06-16;CARLOS ALBERTO MARTINEZ HUITLE;MEIO AMBIENTE;CONCLUÍDA;EXTENSÃO;0;0;60;;;;
2017;CURSO;Upcycling aplicado aos acessórios de moda;2017-04-01;2017-05-31;MARIA GORETE FELIPE;TECNOLOGIA E PRODUÇÃO;CONCLUÍDA;EXTENSÃO;0;0;5;;;;
2017;CURSO;UTILIZAÇÃO DE PROGRAMAS INFORMÁTICOS EM PESQUISA QUALITATIVA;2017-03-15;2017-06-14;JANETE LIMA DE CASTRO;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;25;;;;
2017;CURSO;Vídeos digitais curtos para divulgação de ações institucionais e apresentações acadêmicas;2017-06-12;2017-07-17;ANDREZA SOUZA SANTOS;COMUNICAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;;;;
2017;CURSO;VII Curso de aferição de sinais vitais e administração de medicamentos;2017-03-09;2017-03-10;ANA ELZA OLIVEIRA DE MENDONCA;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;VIII Curso de aferição de sinais vitais e administração de medicamentos;2017-07-27;2017-07-28;ANA ELZA OLIVEIRA DE MENDONCA;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;15;;;;
2017;CURSO;Violão Popular aplicado ao canto vocal;2017-03-20;2017-07-07;ALVARO ALBERTO DE PAIVA BARROS;CULTURA;CONCLUÍDA;EXTENSÃO;0;0;12;;;;
2017;CURSO;Vozes Encantadas: a promoção de saúde mental através do canto em coral;2017-07-05;2017-08-02;MAURICIO WIERING PINTO TELLES;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;6;;;;
2017;CURSO;Aprendizagem da técnica de dissecação e preparação de peças anatômicas para monitores de Anatomia Humana;2017-11-27;2017-12-08;JUDNEY CLEY CAVALCANTE;SAÚDE;EM AVALIAÇÃO;EXTENSÃO;0;0;20;;;;
2017;CURSO;Conversação em Português Língua Estrangeira (3ª edição);2017-10-08;2017-12-08;FLEIDE DANIEL SANTOS DE ALBUQUERQUE;EDUCAÇÃO;EM AVALIAÇÃO;EXTENSÃO;0;0;15;;;;
2017;CURSO;Curso de aperfeiçoamento no cuidado integral à saúde da criança: as redes de atenção no sistema público de saúde;2017-10-04;2017-12-07;NADJA DE SA PINTO DANTAS ROCHA;SAÚDE;EM AVALIAÇÃO;EXTENSÃO;0;0;20;;;;
2017;CURSO;CURSO DE PORTUGUÊS COMO SEGUNDA LÍNGUA PARA SURDOS;2017-10-06;2017-12-08;JESSICA DO CARMO ALVES DE ANDRADE;EDUCAÇÃO;EM AVALIAÇÃO;EXTENSÃO;0;0;10;;;;
2017;CURSO;CURSO TERAPIA DE INTENSIVA DESTINADO À RESIDÊNCIA DE CIRURGIA GERAL;2017-09-28;2017-11-30;REYNALDO MARTINS E QUININO;SAÚDE;EM AVALIAÇÃO;EXTENSÃO;0;0;20;;;;
